Tipo;Fornecedor;Base Origem;Origem;Base Destino;Destino;VALOR MÍNIMO ATÉ 10;20;30;50;70;100;150;200;300;500;Acima 500;Pedagio (100 Kg);EXCEDENTE;Seguro;PESO MÁXIMO TRANSPORTADO;Gris Min;Gris Exc;Prazo;TDA;UF;TAS;DESPACHO
Agente;MUESTRA;FILIAL;Monte Azul Paulista;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Neves Paulista;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Nova Granada;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Olimpia;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Onda Verde;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Pindorama;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Pirangi;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Poloni;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Potirendaba;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
Agente;MUESTRA;FILIAL;Severinia;;;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;1500.0;0.0;0.0;2;0;SP;;
